id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
452;LOL;requests;1566464678.763799;-0.5885052680969238;https://www.imdb.com//title/tt0119698/;https://www.imdb.com//title/tt0119698/;228821;200;True;
453;LOL;requests;1566464679.993301;-1.0722551345825195;https://www.imdb.com//title/tt0046912/;https://www.imdb.com//title/tt0046912/;220706;200;True;
454;LOL;requests;1566464681.7412758;-0.8239612579345703;https://www.imdb.com//title/tt0078748/;https://www.imdb.com//title/tt0078748/;222037;200;True;
455;LOL;requests;1566464683.253815;-0.8378078937530518;https://www.imdb.com//title/tt0892769/;https://www.imdb.com//title/tt0892769/;223177;200;True;
456;LOL;requests;1566464684.773789;-0.9439890384674072;https://www.imdb.com//title/tt0040897/;https://www.imdb.com//title/tt0040897/;213591;200;True;
457;LOL;requests;1566464686.468425;-0.744189977645874;https://www.imdb.com//title/tt0114369/;https://www.imdb.com//title/tt0114369/;223149;200;True;
458;LOL;requests;1566464687.904976;-0.688694953918457;https://www.imdb.com//title/tt0088763/;https://www.imdb.com//title/tt0088763/;228337;200;True;
459;LOL;requests;1566464689.295907;-0.8231189250946045;https://www.imdb.com//title/tt5027774/;https://www.imdb.com//title/tt5027774/;226423;200;True;
460;LOL;requests;1566464690.799711;-1.1386370658874512;https://www.imdb.com//title/tt1375666/;https://www.imdb.com//title/tt1375666/;230861;200;True;
461;LOL;requests;1566464692.679518;-0.9823489189147949;https://www.imdb.com//title/tt0347149/;https://www.imdb.com//title/tt0347149/;221145;200;True;
462;LOL;requests;1566464694.342437;-0.6261520385742188;https://www.imdb.com//title/tt0112641/;https://www.imdb.com//title/tt0112641/;217302;200;True;
463;LOL;requests;1566464695.7065148;-1.0591681003570557;https://www.imdb.com//title/tt0758758/;https://www.imdb.com//title/tt0758758/;224833;200;True;
464;LOL;requests;1566464697.463446;-0.541743278503418;https://www.imdb.com//title/tt0015324/;https://www.imdb.com//title/tt0015324/;205960;200;True;
465;LOL;requests;1566464698.6899042;-0.9776856899261475;https://www.imdb.com//title/tt0050825/;https://www.imdb.com//title/tt0050825/;224356;200;True;
466;LOL;requests;1566464700.426927;-1.0081849098205566;https://www.imdb.com//title/tt1979376/;https://www.imdb.com//title/tt1979376/;231329;200;True;
467;LOL;requests;1566464702.120822;-1.1598830223083496;https://www.imdb.com//title/tt1979320/;https://www.imdb.com//title/tt1979320/;224175;200;True;
